BudgetLOB,BudgetGroup,BudgetLine,d1,d2,d3,d4,d5,d6,d7,Status,FranchiseNo,FranchiseName,FinancialYear,FinancialMonth,CalendarYear,CalendarMonth,CalendarPeriod,CalendarStartDate,CalendarEndDate,MACH_SERIAL_No,InvoiceDate,InvoiceNo,InvoiceOrderNo,InvoiceVersionNo,InvoiceLineNo,AttachedToSerialNo,CustomerAccount,CustomerBillAccount,CustomerName,BillTitle,BillToCustomer,BillAddress1,BillAddress2,BillAddress3,PostCode,TypeOfSale,PickingNo,DeliveryMode,ShipDate,ShipAccNo,ShipName,ShipTitle,ShipBuilding,ShipStreetNo,ShipStreetName,ShipSuburb,CustomerOrderRef,UserID,Comment1,Comment2,Comment3,ProfitGroup,ProfitGroupDescription,ProfitCentre,ProfitCentreDescription,CustomerCategory,CustomerPurchaseHold,ApplyTo,StockItem,WarehouseCode,WarehouseDescription,Warehouse,SalesmanCode,SalesmanName,DepartmentCode,DepartmentName,ReleasedBy,GRNNo,ManualRefNo,ReasonCode,ReasonCodeDescription,CreditController,CreditControllerName,Branch,UnitOfMeasure,Chargable,Serialized,InsComm,EngineerCode,EngineerNo,EngineerName,Content,ContentSubType,ProductType,ProductTypeDescription,ProductCode,ProductCodeDescription,ProductCategory,ProductCategoryDescription,ProductRank,ProductSubtype,ProductSupplier,NashuaProd,MachineStatus,MachineCondition,TradeInSerialNo,SettlementValue,Segment,SegmentDescription,InvoiceType,StockQuantitiesIssued,QTYOrdered,QTYPicked,QtyBackOrder,UnitPrice,UnitCost,QTY,DiscAccountNo,DiscPcnt,DiscountValue,TaxPercentage,CostPrice,SellingPrice,Margin,TaxValue,LineTotal,Rundate,ShipDateDay
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,445198,733449,1,4,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,424873,Truck,2020-06-08,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,LIZANNES,REFER INV 99916,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,LIZANNES,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2503C,CYAN PRINT CART:MPC2503,Non,None,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1480.0,1655.0,1.0,0,0.0,0.0,0,1480.0,0.0,0.0,0.0,1480.0,29:20.6,8
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,Laser Cartridge,Mono,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,445198,733449,1,1,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,424873,Truck,2020-06-08,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,LIZANNES,REFER INV 99916,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,LIZANNES,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNL,CONSUMABLE TONER NASHUA LASER,TONSP4500,BLK PRINT CARTRIDGE SP4500,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,1615.0,1852.0,1.0,0,0.0,0.0,0,1615.0,0.0,0.0,0.0,1615.0,29:20.6,8
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/25,451521,735648,1,4,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,425556,Truck,2020-06-25,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,ALIDA,PLEASE SENT TO KIMBERLEY,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,ALIDA,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC400BLS,BLACK CART: MPC300/MPC400/SR,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,816.0,816.0,1.0,0,0.0,0.0,0,816.0,0.0,0.0,0.0,816.0,29:20.6,25
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,D23931710,2020/06/11,955674,162278,1,4,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-order(HP),0,Truck,1900-01-01,820714,NASHUA UPINGTON,28 KORT STR,,,,UPINGTON,007983-01 ALIDA UPP,JANETB,MARLI,54,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,JANETB,0,140140,0,,F03,LERATO NKETLE,100,EA,,Y,0.0,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD2125FWDI4,HIK  IP DME IP67 2MP 4MM IR,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,1275.35,1062.16,1.0,0,0.0,0.0,15,1275.35,0.0,0.0,191.3,1466.65,16:10.6,1
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Lightning Protectors,,,,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/01,954390,161011,1,3,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-Order,506404,Truck,2020-06-01,820714,NASHUA UPINGTON,,,12,GROOTE SCHUURE AVENUE,UPINGTON,007962-01 ALIDA UPP,ALIDA,TO COLLECT,,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,100,DSV-MAIN W/H,100_DSV-MAIN W/H,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,ALIDA,0,7962,0,,F03,LERATO NKETLE,100,EA,,N,0.0,,0,,Parts_LightingPro,Other,GANX,GENERAL ACCESSORIES LP,NASH422G,STD LIGHTNING & SURGE PROTECT,LSP,LIGHTNING/SURGE PROTECTION ONG,PY,LP,,Y,Sold,Required,,0.0,PART,Parts,Ship & Invoice,2,2,2,0,348.47,348.47,2.0,0,0.0,0.0,15,696.94,0.0,0.0,104.54,801.48,16:10.6,1
Smart Solutions,Smart Solutions,Surveilance,Smart Solutions,Hardware,Surveillance,,,,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,D10651997,2020/06/11,955674,162278,1,3,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-order(HP),0,Truck,1900-01-01,820714,NASHUA UPINGTON,28 KORT STR,,,,UPINGTON,007983-01 ALIDA UPP,JANETB,MARLI,54,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,413,PINNSEC,413_PINNSEC,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,JANETB,0,140140,0,,F03,LERATO NKETLE,100,EA,,Y,0.0,,0,,CCTV,Accessory,BAND,CCTV ACCESSORY NASHUA DIGITAL,2CD2125FWDI4,HIK  IP DME IP67 2MP 4MM IR,Non,None,,,,Y,Sold,Blank,,0.0,,Blank,Manual Invoice,1,1,1,0,1275.35,1062.16,1.0,0,0.0,0.0,15,1275.35,0.0,0.0,191.3,1466.65,16:10.6,1
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,Paper,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/03,99990,45147,1,1,,14540,14540,UPINGTON CASH SALE ONLY,,UPINGTON CASH SALE ONLY,P O BOX 2473,,UPINGTON,8800,Cash,27387,Truck,2020-06-03,14540,GLASFIT UPINGTON,,,28,KORT STREET,UPINGTON,JOHAN,MARLIB,,,,999,Unknown,CSH,CASH ACCOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,BUS,BUSINESS ACCOUNTS,1,EA,,N,,,0,,Consumables,Paper,ZPNC,CONS PAPER NASHUA CUT PAPER,NBA4S80GSM,SAPPI/NASHUA BOND 80GSM A4,Non,None,,PAP,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,10,10,10,0,50.5,42.82,10.0,0,0.0,0.0,15,428.2,505.0,76.8,75.75,580.75,29:20.6,3
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/15,100140,45298,1,1,,20648,20648,ATTIE JOOSTE OOGKUNDIGES,,ATTIE JOOSTE OOGKUNDIGES,SHOP 14,KALAHARI MALL,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01,20648,ATTIE JOOSTE OOGKUNDIGES,,SHOP 14,,KALAHARI MALL,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0019926,Contract Type VOIP,VOICE CONTRACT,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-14,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,427.14,0.0,,0,0.0,0.0,15,0.0,427.14,427.14,64.07,491.21,29:20.6,1
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/03,99985,45140,1,3,,18967,18967,PH ZANDBERG KONSTRUKSIE BK,,PH ZANDBERG KONSTRUKSIE BK,P O BOX 2157,,UPINGTON,8800,Cash,0,Not Applicable,1900-01-01,18967,PH ZANDBERG KONSTRUKSIE BK,,,4A,DORPER STREET,UPINGTON,RD 29/05/2020,ANINE,DN - NOT PROVIDED FOR,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,98690,N,999,None,999_None,300,ADMIN,300,ADMIN,ANINE,0,0,410,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Debit Note,0,-1,-1,0,0.09,0.0,,0,0.0,0.0,0,0.0,-0.09,-0.09,0.0,-0.09,29:20.6,1
,,,Business Infrastructure,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/09,100018,45189,1,2,,19428,19428,BLOEMGO TRANSPORT CC,,BLOEMGO TRANSPORT CC,P O BOX 13785,,NOORDSTAD,9305,Cash,27412,Truck,2020-06-09,19428,SKYNET,,,2,PROGRESSUS STREET,UPINGTON,JOHAN,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,422,MARLI BEKKER,400,SUPPLIES,MARLIB,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Non-Stock Charges,CENTS ADJ,*,CHARGES - INVOICE ONLY,CENTS ADJ,CENTS ADJUSTMENT,Non,None,,,,Y,Sold,Pgm Generated,,0.0,,Blank,Ship & Invoice,0,-1,-1,0,0.05,0.0,,0,0.0,0.0,0,0.0,-0.05,-0.05,0.0,-0.05,29:20.6,9
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Ink Cartridge,,Purchase - NASHUA (PTY) LTD,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/19,956512,163097,1,1,,820714,820714,SOLUTIONS PRO (PTY)LTD,T/A NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,12 GROOTE SCHUURE AVENUE,,KIMBERLEY,8300,e-order(HP),0,Truck,1900-01-01,820714,NASHUA UPINGTON,,,12,GROOTE SCHUURE AVENUE,UPINGTON,008002-01 ALIDA UPP,MELANIED,MARLI,54,,UPP,NASHUA UPINGTON,FRA,Franchise,0,,0,Y,406,DRIVE CONTROL,406_DRIVE CONTROL,11,EUGENE ENGELBRECHT,113,FRANCHISE DEPT,MELANIED,0,140346,0,,F03,LERATO NKETLE,100,EA,,N,0.0,,0,,Consumables,Toner,ZTHI,CONSUMABLES HP INKJET PRINTER,CN625AE,HP # 970XL BLACK OJ INK CATRID,HPI,HP Inks,,INK,,Y,Sold,Blank,,0.0,CONHPBT,Cons.HP Black Toner,Manual Invoice,4,4,4,0,1296.45,1221.69,4.0,0,0.0,0.0,15,5185.8,0.0,0.0,777.87,5963.67,16:10.6,1
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,445198,733449,1,16,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,424873,Truck,2020-06-08,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,LIZANNES,REFER INV 99916,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,LIZANNES,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMP601BL,BLACK PRINT CARTRIDGE MP601,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,2087.0,2321.0,1.0,0,0.0,0.0,0,2087.0,0.0,0.0,0.0,2087.0,29:20.6,8
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,,,,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,445198,733449,1,18,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,424873,Truck,2020-06-08,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,LIZANNES,REFER INV 99916,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,LIZANNES,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Priport,ZVNM,CONS PRIPORT NAS PP MASTERS,MASTDX2330,A4 MASTER TYPE TT3 DX2330/2430,Non,None,,M/R,,Y,Sold,Blank,,0.0,PRIP,Priports,Ship & Invoice,6,6,6,0,270.0,309.0,6.0,0,0.0,0.0,0,1620.0,0.0,0.0,0.0,1620.0,29:20.6,8
Connectivity Infrastructure,PBX,PBX,Connectivity Infrastructure,Hardware,PBX,Machine,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,00A0BA1036D8,2020/06/08,100015,44869,1,1,,19566,900043,QUINCE CAPITAL (PTY) LTD,,QUINCE CAPITAL (PTY) LTD,P O BOX 897,,HALFWAY HOUSE,1685,Rental,27257,,2020-05-11,19566,R MATTHEWS AND PARTNERS,R MATTHEWS AND PARTNERS INCORP,,33,PARK ROAD BELGRAVIA,KIMBERLEY,R.MATTHEWS & PARTNERS,MARLIB,,,,999,Unknown,BNK,DISCOUNTING BANKS,N,Quince Capital,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,102,STEFAN BOTHMA,100,SALES,ANINE,0,0,0,,BNK,R C & C FINANCE,1,EA,,Y,,,0,,PABX,Machine,TMP,PABX MAMIN UNIT - PANASONIC,10205,PATTON GATEWAY (4-PORT) NO FAI,Non,None,None,,,N,Sold,Blank,,0.0,,,Dem Sale,1,1,1,0,0.0,4205.49,1.0,900043,0.0,0.0,15,4205.49,0.0,-4205.49,0.0,0.0,29:20.6,11
Business Infrastructure,Consumables,Colour,Business Infrastructure,Annuity,Consumable,Other,Toner,,Colour,Purchase - NASHUA BLOEMFONTEIN,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/08,445198,733449,1,7,,21270,21270,SOLUTIONS PRO (PTY)LTD,NASHUA UPINGTON,SOLUTIONS PRO (PTY)LTD,PO BOX 4441,,BLOEMFONTEIN,9300,Cash,424873,Truck,2020-06-08,21270,NASHUA UPINGTON,,,28,KORT STREET,UPINGTON,MARLI,LIZANNES,REFER INV 99916,,,UPP,NASHUA UPPINGTON,FRA,FRANCHISE ACOUNTS,0,,0,Y,101,BLM MAIN W/H,101_BLM MAIN W/H,352,ALIDA VORSTER,109,BLM WAREHOUSE,LIZANNES,0,0,0,,A01,CHRISTINE VD WESTHUIZEN,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC2551CY,CYAN CART: MPC2551/2051,Non,None,,TCC,,Y,Sold,Blank,,0.0,CCON,Colour Consumables,Ship & Invoice,1,1,1,0,1996.0,2289.0,1.0,0,0.0,0.0,0,1996.0,0.0,0.0,0.0,1996.0,29:20.6,8
Business Infrastructure,Parts,Parts,Business Infrastructure,Annuity,Part,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/24,100913,45382,1,2,,21904,21904,UPP SPARES - MARTIN LAURENSON,,UPP SPARES - MARTIN LAURENSON,P O BOX,,UPINGTON,8800,Cash,27514,Not Applicable,2020-06-24,21904,UPP SPARES - MARTIN LAURENSON,,,28,KORT STREET,UPINGTON,E337MA20483,GERALDINE,KAI GARIB,,,999,Unknown,INH,INHOUSE ACCOUNTS,6,Nashua In-House,0,Y,2,SPARES W/H,002_SPARES W/H,200,SERVICE,200,SERVICE,GERALDINE,0,0,0,,INH,INHOUSE,1,EA,,N,,,0,,Parts,Copiers,SC,NASHUA SPARES - COPIERS,AD042059,CLEANING BLADE ASSY AF2015/8,Non,None,AA,CBL,,Y,Sold,Blank,,0.0,PART,Parts,Ship & Invoice,1,1,1,0,0.0,165.93,1.0,0,0.0,0.0,15,165.93,0.0,-165.93,0.0,0.0,29:20.6,24
Business Infrastructure,Consumables,HP Contractual,Business Infrastructure,Annuity,Consumable,HP,Toner,Laser Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,VNBKL31052,2020/06/02,99968,45116,1,1,,20764,20764,J V MOLLER BESIGHEIDSTRUST,SUN RIVIER KALAHARI LODGE,J V MOLLER BESIGHEIDSTRUST,P O BOX 2258,,UPINGTON,8800,Incl Cons Sale,27367,Truck,2020-06-02,20764,SUN RIVIER KALAHARI LODGE,SUN RIVIER KALAHARI LODGE,,8,STEENBOK STREET,UPINGTON,DEBBIE,MARLIB,,,M/R BLK 22305 COL 13082,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Consumables,Toner,ZTHL,CONSUMABLES HP LASER PRINTERS,CF412XC,"TCY-VNBKL31052,Yld5000",HPC,HP CONSUMABLES CONRACTUAL,,TCY,,Y,Sold,Blank,,0.0,CONS,Consumables,Incl Cons Sale,1,1,1,0,0.0,1343.0,1.0,0,0.0,0.0,15,1343.0,0.0,-1343.0,0.0,0.0,29:20.6,2
Business Infrastructure,Consumables,"Other (Staples, Labels, etc.)",Business Infrastructure,Annuity,Consumable,Other,Toner,Ink Cartridge,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,100885,45337,1,2,,17598,17598,KOBUS DUVENHAGE BOUERS CC,,KOBUS DUVENHAGE BOUERS CC,POSTNET 111,PRIVATE BAG X5879,UPINGTON,8800,Cash,27485,Truck,2020-06-22,17598,KOBUS DUVENHAGE BOUERS CC,,,,STAND 1070 LOUISVALE STREET,UPINGTON,PIETER,MARLIB,,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,422,MARLI BEKKER,400,SUPPLIES,ANINE,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,,,0,,Consumables,Toner,ZTOI,CONSUMABLE TNR NON-NAS INKJET,HF9J66A,HP 728 MAGENTA INK CART T7830,Non,None,,INM,,Y,Sold,Blank,,0.0,CONS,Consumables,Ship & Invoice,1,1,1,0,895.0,688.95,1.0,0,0.0,0.0,15,688.95,895.0,206.05,134.25,1029.25,29:20.6,22
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/15,100128,45286,1,2,,21628,21628,TRANS ORANJE DRUKKERS (UPT)PTY,LTD,TRANS ORANJE DRUKKERS (UPT)PTY,P O BOX 125,,UPINGTON,8800,Customer Billing,0,Not Applicable,1900-01-01,21628,TRANS ORANJE DRUKKERS,LTD,,7,SOUTPAN STREET,UPINGTON,VOICE CONTRACT,UPPPROCESS,Contract# CBC0016441,Contract Type VOIP,LTE 09600000275885,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,420,JACO MOSTERT,100,SALES,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,VOIP,*,CHARGES - INVOICE ONLY,VOIP,2020-05-15 to 2020-06-14,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,VOIP Invoice,0,1,1,0,1504.79,0.0,,0,0.0,0.0,15,0.0,1504.79,1504.79,225.72,1730.51,29:20.6,1
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,7,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 076934,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,31.93,0.0,,0,0.0,0.0,0,0.0,31.93,31.93,0.0,31.93,29:20.6,30
,,,Non-Core,Annuity,Non-Stock Charge,,,,,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/30,100972,45452,1,8,,14645,14645,JAPIE GOUSSARD VAN DEVENTER,MAPICO SERVICE,JAPIE GOUSSARD VAN DEVENTER,P O BOX 935,,UPINGTON,8800,Cash,0,Not Applicable,2020-06-30,14645,MAPICO SERVICE,MAPICO SERVICE,,3,TOEKOMS STREET,UPINGTON,INTEREST,UPPPROCESS,Interest Charged at 15.50%,,,999,Unknown,DIR,DIRECT ACCOUNTS,1,Nashua Debtors,0,N,999,None,999_None,200,SERVICE,200,SERVICE,,0,0,0,,UP3,ANINE STEENKAMP 054-3311915,1,EA,,N,0.0,,0,,Non-Stock Charges,INTEREST,*,CHARGES - INVOICE ONLY,INTEREST,Refer Invoice # 076935,Non,None,,,,Y,Sold,Blank,,0.0,CHRG,Chargables,Invoice Only,0,1,1,0,32.41,0.0,,0,0.0,0.0,0,0.0,32.41,32.41,0.0,32.41,29:20.6,30
Business Infrastructure,Consumables,Mono,Business Infrastructure,Annuity,Consumable,Other,Toner,,Mono,SellOut,UPP,NASHUA UPINGTON,2020,P09-Jun,2020,6,Jun-20,00:00.0,59:59.0,,2020/06/22,100891,45348,1,4,,14506,14506,NASHUA BLOEMFONTEIN,,NASHUA BLOEMFONTEIN,P O BOX 4441,,BLOEMFONTEIN,9300,Cash,27491,Not Applicable,2020-06-22,14506,NASHUA BLOEMFONTEIN,,,65,SAND DU PLESSIS AVENUE,BLOEMFONTEIN,ALIDA,MARLIB,,,,BLM,NASHUA BLOEMFONTEIN,FRA,FRANCHISE ACOUNTS,0,Business Accounts,0,Y,1,MAIN WAREHOUSE,001_MAIN WAREHOUSE,402,SUPPIES N/C TONERS,400,SUPPLIES,MARLIB,0,0,0,,FRA,FRANCHISE ACCOUNTS,1,EA,,N,0.0,,0,,Consumables,Toner,ZTNM,CONSUMABLE TONER NASHUA MFP,TONMPC3503B,BLACK CART:MPC3003SP/3503SP,Non,None,,TON,,Y,Sold,Blank,,0.0,BCON,B&W Consumables,Ship & Invoice,1,1,1,0,1677.0,1677.0,1.0,0,0.0,0.0,0,1677.0,1677.0,0.0,0.0,1677.0,29:20.6,22
